,0
0,52.77777777777778
1,100.0
2,100.0
3,0.0
4,0.0
5,1.8055555555555554
6,0.0
7,57.91666666666667
8,22.63888888888889
9,13.194444444444445
10,3.3333333333333335
11,36.94444444444444
12,79.93055555555556
13,0.0
14,100.0
15,32.56944444444444
16,100.0
17,100.0
18,100.0
19,38.68055555555556
20,0.0
21,100.0
22,100.0
23,0.0
24,40.06944444444444
25,100.0
26,99.23611111111111
27,100.0
28,0.0
29,100.0
30,0.0
31,5.902777777777778
32,100.0
33,100.0
34,100.0
35,7.430555555555555
36,0.0
37,28.749999999999996
38,0.0
39,100.0
40,0.0
41,0.0
42,98.54166666666667
43,100.0
44,100.0
45,100.0
46,0.0
47,62.01388888888889
48,99.86111111111111
49,82.5
50,0.0
51,99.09722222222223
52,100.0
53,88.54166666666666
54,55.90277777777778
55,47.638888888888886
56,98.75
57,55.06944444444445
58,2.361111111111111
59,0.0
60,100.0
61,60.138888888888886
62,79.375
63,0.0
64,0.0
65,100.0
66,0.0
67,82.36111111111111
68,100.0
69,100.0
70,0.0
71,100.0
72,0.0
73,22.430555555555557
74,0.0
75,100.0
76,62.361111111111114
77,63.05555555555556
78,100.0
79,0.0
80,24.23611111111111
81,100.0
82,0.0
83,0.06944444444444445
84,92.15277777777777
85,0.0
86,54.30555555555555
87,0.0
88,0.0
89,96.31944444444444
90,6.666666666666667
91,0.0
92,85.48611111111111
93,100.0
94,100.0
95,0.0
96,0.0
97,36.875
98,83.68055555555556
99,100.0
100,100.0
101,100.0
102,98.88888888888889
103,0.0
104,95.625
105,0.0
106,100.0
107,100.0
108,100.0
109,36.18055555555556
110,100.0
111,100.0
112,60.06944444444444
113,47.986111111111114
114,0.0
115,100.0
116,0.0
117,100.0
118,0.0
119,100.0
120,0.0
121,25.694444444444443
122,100.0
123,100.0
124,0.0
125,0.0
126,100.0
127,71.18055555555556
128,100.0
129,57.013888888888886
130,0.0
131,0.0
132,0.0
133,27.77777777777778
134,0.0
135,100.0
136,100.0
137,28.680555555555554
138,67.08333333333333
139,0.0
140,100.0
141,0.0
142,0.0
143,90.625
144,0.0
145,0.0
146,100.0
147,74.79166666666667
148,0.0
149,0.0
150,100.0
151,13.750000000000002
152,0.0
153,100.0
154,29.02777777777778
155,97.22222222222221
156,100.0
157,0.0
158,0.0
159,81.80555555555556
160,72.63888888888889
161,1.1111111111111112
162,100.0
163,100.0
164,53.333333333333336
165,0.0
166,93.26388888888889
167,0.0
168,0.0
169,100.0
170,100.0
171,100.0
172,100.0
173,8.541666666666666
174,0.0
175,76.94444444444444
176,0.0
177,0.0
178,100.0
179,0.0
180,100.0
181,0.0
182,100.0
183,0.0
184,0.0
185,100.0
186,0.0
187,0.0
188,0.0
189,0.0
190,0.0
191,100.0
192,100.0
193,100.0
194,95.20833333333333
195,0.0
196,100.0
197,0.0
198,0.0
199,0.0
200,95.13888888888889
201,8.958333333333334
202,0.0
203,20.625
204,69.93055555555556
205,95.27777777777777
206,100.0
207,100.0
208,79.30555555555556
209,57.08333333333333
210,0.0
211,0.0
212,37.083333333333336
213,0.0
214,0.0
215,100.0
216,100.0
217,100.0
218,0.06944444444444445
219,64.375
220,58.47222222222223
221,0.0
222,100.0
223,0.0
224,0.0
225,0.0
226,0.7638888888888888
227,87.56944444444444
228,0.0
229,10.48611111111111
230,100.0
231,100.0
232,0.0
233,0.0
234,100.0
235,100.0
236,0.0
237,67.84722222222223
238,0.0
239,69.09722222222221
240,94.02777777777777
241,0.0
242,2.7777777777777777
243,0.4166666666666667
244,0.0
245,100.0
246,0.0
247,0.0
248,100.0
249,83.75
250,100.0
251,100.0
252,0.0
253,100.0
254,100.0
255,85.69444444444444
256,100.0
257,0.0
258,100.0
259,0.0
260,8.333333333333332
261,0.0
262,0.0
263,0.0
264,66.31944444444444
265,28.125
266,100.0
267,92.91666666666667
268,94.72222222222221
269,67.5
270,94.51388888888889
271,0.0
272,13.194444444444445
273,100.0
274,99.72222222222223
275,0.0
276,0.0
277,0.0
278,100.0
279,40.833333333333336
280,100.0
281,56.18055555555556
282,0.0
283,0.0
284,100.0
285,79.86111111111111
286,100.0
287,94.86111111111111
288,0.0
289,8.194444444444445
290,82.56944444444444
291,46.18055555555556
292,100.0
293,6.041666666666667
294,84.51388888888889
295,100.0
296,22.84722222222222
297,13.541666666666666
298,100.0
299,0.0
300,100.0
301,98.47222222222223
302,0.0
303,94.09722222222221
304,0.0
305,0.0
306,100.0
307,0.0
308,22.84722222222222
309,0.0
310,100.0
311,100.0
312,48.888888888888886
313,100.0
314,0.0
315,100.0
316,2.569444444444444
317,32.98611111111111
318,0.0
319,100.0
320,19.86111111111111
321,0.0
322,0.0
323,83.26388888888889
324,0.0
325,47.013888888888886
326,0.0
327,82.91666666666667
328,0.0
329,46.38888888888889
330,60.138888888888886
331,100.0
332,63.74999999999999
333,83.05555555555556
334,22.15277777777778
335,0.0
336,100.0
337,0.0
338,100.0
339,0.0
340,0.7638888888888888
341,100.0
342,0.0
343,0.0
344,8.055555555555555
345,100.0
346,0.0
347,100.0
348,100.0
349,67.70833333333334
350,0.0
351,3.680555555555556
352,100.0
353,92.91666666666667
354,51.736111111111114
355,0.0
356,0.0
357,0.0
358,100.0
359,5.208333333333334
360,100.0
361,100.0
362,0.0
363,0.0
364,33.263888888888886
365,0.0
366,0.0
367,0.0
368,22.916666666666664
369,64.58333333333334
370,0.0
371,0.0
372,100.0
373,100.0
374,100.0
375,63.541666666666664
376,51.24999999999999
377,0.0
378,100.0
379,0.0
380,0.0
381,100.0
382,10.48611111111111
383,0.1388888888888889
384,100.0
385,2.013888888888889
386,100.0
387,50.27777777777778
388,100.0
389,0.0
390,100.0
391,97.08333333333333
392,100.0
393,64.02777777777777
394,0.0
395,100.0
396,0.0
397,0.0
398,100.0
399,44.02777777777778
400,100.0
401,100.0
402,2.638888888888889
403,0.0
404,0.0
405,100.0
406,100.0
407,0.0
408,67.5
409,0.0
410,0.0
411,0.0
412,0.0
413,82.5
414,0.3472222222222222
415,1.0416666666666665
416,94.72222222222221
417,0.0
418,18.819444444444443
419,0.0
420,0.0
421,100.0
422,0.0
423,100.0
424,100.0
425,0.0
426,100.0
427,0.0
428,4.513888888888888
429,2.569444444444444
430,100.0
431,0.0
432,100.0
433,100.0
434,0.0
435,0.0
436,0.0
437,0.0
438,0.0
439,0.0
440,100.0
441,47.5
442,0.0
443,100.0
444,0.0
445,9.583333333333334
446,0.0
447,0.0
448,100.0
449,100.0
450,0.0
451,2.2222222222222223
452,100.0
453,13.333333333333334
454,100.0
455,97.36111111111111
456,0.0
457,0.0
458,82.98611111111111
459,0.0
460,100.0
461,0.0
462,100.0
463,30.97222222222222
464,0.3472222222222222
465,0.0
466,22.98611111111111
467,100.0
468,100.0
469,100.0
470,0.0
471,0.0
472,0.0
473,44.375
474,84.30555555555556
475,59.30555555555556
476,98.33333333333333
477,0.0
478,100.0
479,0.0
480,100.0
481,100.0
482,99.72222222222223
483,23.40277777777778
484,100.0
485,100.0
486,32.15277777777778
487,62.15277777777778
488,71.59722222222223
489,17.22222222222222
490,88.125
491,73.54166666666667
492,100.0
493,100.0
494,27.77777777777778
495,30.138888888888886
496,40.55555555555556
497,85.20833333333333
498,100.0
499,69.30555555555556
500,100.0
501,0.06944444444444445
502,98.88888888888889
503,100.0
504,100.0
505,0.0
506,0.0
507,39.09722222222222
508,100.0
509,0.0
510,100.0
511,35.833333333333336
512,70.27777777777777
513,44.93055555555556
514,93.05555555555556
515,99.93055555555556
516,100.0
517,95.69444444444444
518,100.0
519,0.8333333333333334
520,0.0
521,11.666666666666666
522,55.76388888888889
523,100.0
524,100.0
525,0.0
526,65.0
527,0.0
528,100.0
529,45.13888888888889
530,100.0
531,100.0
532,100.0
533,0.0
534,0.0
535,76.04166666666666
536,29.583333333333332
537,75.76388888888889
538,100.0
539,76.66666666666667
540,28.958333333333336
541,0.0
542,93.33333333333333
543,100.0
544,0.0
545,0.0
546,100.0
547,0.0
548,100.0
549,24.02777777777778
550,99.79166666666667
551,0.0
552,0.0
553,13.88888888888889
554,100.0
555,100.0
556,0.0
557,100.0
558,0.0
559,0.0
560,100.0
561,100.0
562,0.0
563,100.0
564,6.736111111111111
565,0.0
566,100.0
567,0.0
568,33.541666666666664
569,0.0
570,100.0
571,0.0
572,100.0
573,0.0
574,100.0
575,23.61111111111111
576,100.0
577,31.52777777777778
578,66.38888888888889
579,0.0
580,72.29166666666667
581,0.0
582,88.47222222222221
583,100.0
584,100.0
585,0.0
586,52.916666666666664
587,100.0
588,90.48611111111111
589,0.0
590,100.0
591,100.0
592,0.0
593,100.0
594,100.0
595,100.0
596,0.0
597,100.0
598,100.0
599,100.0
600,4.444444444444445
601,100.0
602,100.0
603,0.0
604,0.0
605,0.0
606,100.0
607,0.0
608,100.0
609,0.0
610,82.98611111111111
611,100.0
612,79.58333333333333
613,0.0
614,0.0
615,4.791666666666667
616,0.0
617,0.0
618,6.875000000000001
619,100.0
620,0.0
621,0.0
622,100.0
623,82.36111111111111
624,46.31944444444444
625,0.0
626,100.0
627,93.19444444444444
628,100.0
629,0.0
630,25.694444444444443
631,62.083333333333336
632,84.02777777777779
633,0.0
634,0.7638888888888888
635,99.58333333333333
636,100.0
637,0.0
638,0.0
639,100.0
640,100.0
641,89.51388888888889
642,0.0
643,100.0
644,0.0
645,31.666666666666664
646,100.0
647,100.0
648,100.0
649,100.0
650,100.0
651,0.0
652,0.0
653,39.791666666666664
654,0.0
655,100.0
656,51.388888888888886
657,0.0
658,100.0
659,48.81944444444444
660,0.0
661,100.0
662,0.0
663,7.152777777777778
664,0.0
665,1.1111111111111112
666,100.0
667,33.19444444444444
668,86.04166666666667
669,0.0
670,0.0
671,0.0
672,0.0
673,100.0
674,0.0
675,47.638888888888886
676,0.0
677,100.0
678,0.0
679,95.76388888888889
680,0.0
681,100.0
682,0.0
683,6.944444444444445
684,0.0
685,0.0
686,1.25
687,100.0
688,16.319444444444446
689,0.0
690,100.0
691,6.180555555555555
692,100.0
693,54.02777777777777
694,0.0
695,100.0
696,73.19444444444444
697,100.0
698,0.0
699,100.0
700,100.0
701,0.0
702,100.0
703,100.0
704,0.0
705,100.0
706,100.0
707,0.0
708,100.0
709,88.47222222222221
710,100.0
711,100.0
712,100.0
713,0.0
714,100.0
715,0.0
716,100.0
717,0.0
718,52.43055555555556
719,84.79166666666667
720,100.0
721,100.0
722,86.66666666666667
723,76.18055555555556
724,27.98611111111111
725,100.0
726,100.0
727,0.0
728,66.73611111111111
729,0.0
730,0.0
731,16.52777777777778
732,78.47222222222221
733,24.09722222222222
734,0.0
735,64.72222222222223
736,100.0
737,0.0
738,100.0
739,0.0
740,100.0
741,100.0
742,86.80555555555556
743,100.0
744,0.0
745,0.0
746,63.47222222222222
747,99.44444444444444
748,100.0
749,55.97222222222222
750,0.0
751,12.152777777777777
752,77.43055555555556
753,4.583333333333333
754,100.0
755,100.0
756,15.694444444444445
757,100.0
758,41.11111111111111
759,0.0
760,100.0
761,100.0
762,100.0
763,0.0
764,82.63888888888889
765,0.1388888888888889
766,99.09722222222223
767,100.0
768,0.0
769,100.0
770,12.916666666666668
771,99.30555555555556
772,0.0
773,38.125
774,0.0
775,84.58333333333333
776,0.0
777,100.0
778,100.0
779,100.0
780,100.0
781,7.222222222222221
782,70.13888888888889
783,100.0
784,95.0
785,0.0
786,0.0
787,0.0
788,100.0
789,100.0
790,0.0
791,33.958333333333336
792,0.0
793,84.30555555555556
794,45.97222222222222
795,0.0
796,100.0
797,53.47222222222222
798,100.0
799,0.0
800,0.0
801,100.0
802,100.0
803,0.0
804,0.0
805,0.0
806,100.0
807,100.0
808,100.0
809,100.0
810,100.0
811,93.61111111111111
812,100.0
813,100.0
814,100.0
815,100.0
816,90.625
817,20.555555555555554
818,0.0
819,100.0
820,0.0
821,0.0
822,0.0
823,100.0
824,99.65277777777779
825,0.0
826,30.34722222222222
827,100.0
828,100.0
829,0.0
830,0.0
831,0.0
832,0.0
833,0.0
834,0.0
835,100.0
836,0.0
837,27.152777777777775
838,3.3333333333333335
839,41.875
840,100.0
841,60.138888888888886
842,98.75
843,42.5
844,100.0
845,0.0
846,0.0
847,100.0
848,0.0
849,4.791666666666667
850,100.0
851,25.208333333333332
852,37.84722222222222
853,72.01388888888889
854,57.22222222222222
855,0.0
856,2.9166666666666665
857,100.0
858,0.0
859,100.0
860,100.0
861,12.083333333333334
862,100.0
863,0.0
864,0.0
865,100.0
866,0.0
867,0.0
868,0.0
869,0.0
870,0.0
871,0.0
872,0.0
873,52.5
874,0.0
875,0.0
876,100.0
877,89.86111111111111
878,100.0
879,0.0
880,15.0
881,100.0
882,0.0
883,0.0
884,0.0
885,100.0
886,0.0
887,96.66666666666667
888,0.0
889,100.0
890,59.236111111111114
891,100.0
892,0.0
893,0.0
894,100.0
895,0.0
896,100.0
897,68.61111111111111
898,44.30555555555556
899,100.0
900,4.583333333333333
901,100.0
902,100.0
903,90.48611111111111
904,0.0
905,100.0
906,100.0
907,0.0
908,100.0
909,66.52777777777777
910,0.0
911,52.56944444444444
912,100.0
913,97.15277777777777
914,100.0
915,0.0
916,100.0
917,100.0
918,0.0
919,100.0
920,100.0
921,0.0
922,100.0
923,0.0
924,100.0
925,0.0
926,0.0
927,0.0
928,99.93055555555556
929,0.0
930,0.0
931,98.75
932,0.0
933,0.0
934,0.0
935,16.59722222222222
936,0.0
937,0.0
938,7.083333333333333
939,0.0
940,100.0
941,33.68055555555556
942,81.25
943,0.0
944,0.5555555555555556
945,57.49999999999999
946,100.0
947,0.0
948,58.26388888888889
949,100.0
950,0.0
951,100.0
952,2.361111111111111
953,46.31944444444444
954,0.0
955,0.0
956,0.0
957,100.0
958,100.0
959,0.0
960,0.0
961,100.0
962,0.0
963,0.0
